Age,Attrition,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,EducationField,MaritalStatus,PerformanceRating
45,No,Research & Development,Research Director,13747,9,2,3,Yes,4,Marketing,Single,3
18,No,Research & Development,Laboratory Technician,4860,4,4,3,No,2,Technical Degree,Divorced,4
34,No,Sales,Sales Executive,7117,2,3,4,Yes,3,Other,Divorced,4
33,No,Research & Development,Healthcare Representative,2513,3,4,4,No,40,Technical Degree,Divorced,3
33,No,Sales,Manager,2180,1,4,4,Yes,8,Technical Degree,Single,3
37,Yes,Human Resources,Manager,8255,10,3,3,Yes,1,Other,Divorced,3
37,Yes,Sales,Sales Representative,3975,5,4,3,Yes,7,Human Resources,Divorced,3
20,No,Human Resources,Human Resources,3453,16,2,3,No,1,Life Sciences,Divorced,3
39,No,Sales,Sales Executive,5244,2,4,1,No,1,Technical Degree,Single,4
46,Yes,Research & Development,Laboratory Technician,6316,7,4,3,No,6,Medical,Single,3
39,No,Research & Development,Laboratory Technician,2987,4,3,1,Yes,6,Marketing,Single,4
52,No,Research & Development,Research Director,3660,6,2,3,Yes,30,Human Resources,Married,3
31,Yes,Research & Development,Manufacturing Director,6668,0,3,1,Yes,14,Human Resources,Divorced,3
40,Yes,Human Resources,Manager,7494,0,4,4,No,6,Human Resources,Divorced,3
32,No,Research & Development,Healthcare Representative,3718,1,4,2,Yes,58,Marketing,Single,3
46,No,Research & Development,Research Director,4008,5,4,4,Yes,1,Other,Married,3
36,Yes,Research & Development,Laboratory Technician,8062,6,2,4,No,2,Life Sciences,Divorced,3
38,Yes,Sales,Sales Executive,20000,1,3,2,No,7,Human Resources,Divorced,3
29,No,Research & Development,Healthcare Representative,9917,0,4,4,Yes,3,Marketing,Married,3
33,No,Research & Development,Research Scientist,2988,8,3,3,No,7,Technical Degree,Married,3
41,Yes,Sales,Manager,5504,2,3,3,No,25,Other,Single,3
28,No,Sales,Sales Representative,11679,4,1,2,No,5,Life Sciences,Divorced,3
40,Yes,Research & Development,Research Scientist,6701,2,1,2,No,7,Technical Degree,Married,3
47,No,Research & Development,Research Director,3816,5,1,2,No,24,Other,Single,3
30,Yes,Research & Development,Laboratory Technician,7371,0,1,3,Yes,4,Technical Degree,Divorced,3
34,No,Research & Development,Healthcare Representative,3089,4,3,4,Yes,14,Life Sciences,Divorced,3
30,No,Research & Development,Research Scientist,11310,1,3,3,No,3,Other,Divorced,4
36,No,Research & Development,Manufacturing Director,3225,9,4,3,No,2,Life Sciences,Divorced,3
39,No,Research & Development,Healthcare Representative,6840,13,1,4,No,1,Human Resources,Divorced,3
29,Yes,Research & Development,Research Scientist,2788,1,2,3,No,3,Marketing,Single,3
30,No,Research & Development,Laboratory Technician,8819,9,2,2,No,14,Other,Married,3
24,Yes,Sales,Sales Executive,7059,5,3,3,Yes,17,Human Resources,Single,3
42,No,Research & Development,Research Director,1737,0,4,2,No,14,Technical Degree,Divorced,3
26,No,Research & Development,Research Director,9717,11,2,3,No,4,Other,Single,3
55,No,Research & Development,Research Scientist,6510,16,1,2,No,15,Marketing,Single,4
35,Yes,Research & Development,Research Scientist,3210,1,2,4,Yes,15,Life Sciences,Married,3
34,No,Research & Development,Research Director,3539,0,4,4,No,2,Human Resources,Married,4
39,Yes,Research & Development,Healthcare Representative,2699,20,1,2,No,1,Marketing,Married,3
36,No,Research & Development,Manufacturing Director,8654,36,3,1,No,4,Human Resources,Married,3
32,Yes,Research & Development,Manufacturing Director,4326,0,3,4,No,64,Human Resources,Divorced,3
34,Yes,Sales,Sales Representative,4228,2,4,4,No,2,Human Resources,Married,4
27,No,Research & Development,Laboratory Technician,6086,3,2,3,No,40,Life Sciences,Married,3
42,No,Research & Development,Laboratory Technician,1000,2,4,4,No,14,Other,Single,4
32,No,Research & Development,Manufacturing Director,7688,3,2,3,No,29,Life Sciences,Single,3
30,No,Sales,Sales Executive,5018,0,2,3,No,14,Technical Degree,Married,3
25,Yes,Research & Development,Healthcare Representative,2799,10,1,1,No,5,Life Sciences,Single,3
35,No,Sales,Sales Representative,12415,5,4,4,Yes,14,Human Resources,Divorced,3
28,Yes,Sales,Sales Representative,11410,18,1,3,No,21,Life Sciences,Married,3
27,Yes,Research & Development,Research Director,5934,24,4,2,Yes,1,Human Resources,Married,4
25,Yes,Sales,Sales Representative,1654,6,1,2,No,21,Technical Degree,Married,3
46,No,Sales,Sales Executive,2349,2,4,3,Yes,21,Human Resources,Single,4
19,No,Sales,Manager,5743,3,2,3,No,6,Other,Married,3
45,Yes,Research & Development,Laboratory Technician,4007,3,2,2,No,2,Marketing,Married,3
33,Yes,Sales,Sales Representative,1829,20,4,2,No,1,Medical,Married,3
35,No,Research & Development,Healthcare Representative,1475,15,4,1,No,4,Technical Degree,Single,3
37,Yes,Sales,Sales Representative,4135,2,1,2,No,17,Medical,Divorced,3
30,No,Research & Development,Manufacturing Director,3050,1,3,4,No,4,Medical,Married,4
39,Yes,Sales,Sales Executive,2432,6,1,3,No,10,Life Sciences,Married,3
35,No,Research & Development,Healthcare Representative,3195,0,4,3,No,13,Technical Degree,Married,3
39,No,Research & Development,Manufacturing Director,5567,7,1,3,No,1,Other,Divorced,3
18,Yes,Research & Development,Laboratory Technician,2577,0,4,3,No,10,Human Resources,Divorced,3
18,No,Human Resources,Human Resources,7133,21,3,2,Yes,16,Medical,Married,3
24,Yes,Research & Development,Healthcare Representative,4589,6,1,3,No,5,Other,Divorced,3
38,No,Research & Development,Manufacturing Director,2462,19,4,4,No,5,Medical,Married,3
29,Yes,Sales,Sales Representative,3320,0,4,3,No,21,Technical Degree,Married,3
41,No,Research & Development,Research Scientist,6722,3,3,3,Yes,2,Medical,Divorced,3
31,Yes,Sales,Manager,7564,1,3,4,Yes,1,Human Resources,Single,3
48,No,Research & Development,Manufacturing Director,5460,22,4,3,No,1,Medical,Married,4
40,No,Research & Development,Healthcare Representative,3104,2,3,3,No,16,Life Sciences,Married,3
55,Yes,Research & Development,Manufacturing Director,6213,10,3,3,Yes,24,Marketing,Single,3
46,No,Research & Development,Healthcare Representative,4827,5,4,3,No,1,Other,Married,3
37,Yes,Sales,Sales Representative,6939,7,4,2,No,1,Human Resources,Married,3
32,No,Sales,Manager,2803,3,3,1,No,1,Human Resources,Divorced,3
51,No,Research & Development,Manufacturing Director,5976,2,4,3,No,9,Marketing,Divorced,3
23,No,Research & Development,Research Director,7895,0,1,4,No,1,Life Sciences,Single,3
40,No,Research & Development,Laboratory Technician,4279,0,2,4,No,2,Marketing,Single,3
41,No,Sales,Manager,4177,3,4,4,No,1,Human Resources,Divorced,3
42,No,Human Resources,Manager,11887,16,1,3,No,4,Marketing,Married,3
28,Yes,Sales,Sales Executive,2719,20,2,3,No,1,Marketing,Single,3
39,No,Research & Development,Research Director,7912,7,1,4,Yes,13,Human Resources,Divorced,3
45,No,Human Resources,Human Resources,7428,1,3,3,No,1,Technical Degree,Married,4
44,No,Research & Development,Research Director,3715,5,3,2,No,11,Medical,Married,3
46,No,Research & Development,Research Scientist,8152,0,4,3,Yes,2,Marketing,Married,3
49,Yes,Research & Development,Research Scientist,3513,0,3,4,No,2,Other,Single,3
49,No,Sales,Sales Representative,3929,10,2,4,No,4,Technical Degree,Single,3
31,No,Research & Development,Research Director,20000,4,2,4,No,1,Technical Degree,Single,3
35,No,Human Resources,Manager,6338,1,3,2,No,1,Technical Degree,Married,3
48,Yes,Research & Development,Research Scientist,3832,4,2,2,No,1,Other,Single,3
39,No,Research & Development,Research Scientist,5271,17,4,2,Yes,3,Other,Single,4
36,No,Human Resources,Human Resources,6676,0,3,1,No,3,Other,Single,3
40,Yes,Research & Development,Research Director,7523,3,4,4,Yes,6,Medical,Married,3
44,No,Sales,Manager,5997,1,4,4,No,2,Technical Degree,Single,4
31,No,Research & Development,Manufacturing Director,5097,0,4,3,Yes,1,Medical,Divorced,3
32,No,Sales,Manager,2677,4,3,2,No,9,Life Sciences,Divorced,3
33,No,Research & Development,Research Director,7030,0,4,3,No,1,Technical Degree,Divorced,3
37,No,Research & Development,Manufacturing Director,2361,5,2,4,No,11,Other,Single,3
25,Yes,Sales,Sales Executive,4850,26,2,3,No,9,Other,Single,3
42,Yes,Research & Development,Research Director,4164,0,4,4,No,14,Human Resources,Single,3
19,Yes,Human Resources,Manager,5590,3,1,4,Yes,9,Technical Degree,Single,3
38,No,Human Resources,Manager,2182,4,4,1,Yes,2,Technical Degree,Divorced,3
24,No,Sales,Manager,5896,13,4,3,No,2,Technical Degree,Divorced,3
41,No,Sales,Sales Representative,14032,20,3,3,No,6,Marketing,Married,3
53,No,Research & Development,Manufacturing Director,4311,19,2,1,No,7,Other,Divorced,3
39,No,Research & Development,Healthcare Representative,4362,8,3,3,No,5,Human Resources,Single,3
25,Yes,Research & Development,Laboratory Technician,5792,16,3,3,Yes,8,Medical,Married,3
18,Yes,Sales,Sales Executive,6919,6,1,3,Yes,39,Other,Single,3
31,No,Research & Development,Research Director,4273,26,2,3,No,1,Human Resources,Single,3
34,No,Research & Development,Research Director,4629,1,4,3,Yes,1,Medical,Married,3
21,No,Research & Development,Research Director,2693,1,3,4,Yes,8,Other,Single,3
43,Yes,Research & Development,Research Director,3742,4,3,2,Yes,1,Marketing,Single,3
28,Yes,Sales,Sales Executive,10787,3,3,3,Yes,3,Technical Degree,Divorced,3
33,No,Research & Development,Research Scientist,2004,1,2,1,No,2,Life Sciences,Married,3
40,Yes,Sales,Sales Executive,3140,0,1,3,No,11,Technical Degree,Divorced,3
29,No,Sales,Manager,5771,5,3,2,No,18,Technical Degree,Divorced,4
24,No,Research & Development,Manufacturing Director,3861,2,3,3,No,4,Technical Degree,Married,3
41,Yes,Research & Development,Laboratory Technician,8130,6,2,4,Yes,18,Life Sciences,Single,3
55,Yes,Research & Development,Healthcare Representative,4828,0,4,3,No,1,Medical,Divorced,3
52,No,Research & Development,Healthcare Representative,3131,3,4,3,No,1,Technical Degree,Divorced,3
46,No,Research & Development,Manufacturing Director,5457,0,1,4,Yes,9,Life Sciences,Divorced,3
42,No,Research & Development,Research Scientist,5120,3,2,3,No,16,Human Resources,Married,4
39,No,Sales,Manager,3138,12,2,2,No,1,Life Sciences,Divorced,3
52,No,Research & Development,Manufacturing Director,6129,3,3,3,No,9,Technical Degree,Single,3
34,No,Sales,Manager,4016,4,4,3,No,3,Medical,Married,3
38,Yes,Research & Development,Research Scientist,4977,1,1,4,Yes,15,Marketing,Single,3
52,No,Human Resources,Manager,3018,4,3,3,Yes,6,Life Sciences,Single,3
44,No,Research & Development,Laboratory Technician,9062,0,4,3,No,22,Human Resources,Divorced,3
36,No,Research & Development,Healthcare Representative,4067,5,1,3,Yes,1,Human Resources,Divorced,3
39,Yes,Research & Development,Manufacturing Director,6267,7,3,1,Yes,6,Medical,Single,3
38,No,Research & Development,Laboratory Technician,11767,0,2,4,No,20,Human Resources,Married,3
28,No,Human Resources,Manager,6370,6,4,2,No,1,Medical,Married,3
31,Yes,Research & Development,Healthcare Representative,2940,1,4,3,Yes,5,Marketing,Divorced,3
36,Yes,Research & Development,Research Scientist,6144,13,3,2,No,6,Technical Degree,Single,3
45,No,Research & Development,Healthcare Representative,4595,9,3,3,No,36,Medical,Divorced,3
46,Yes,Sales,Sales Executive,2314,0,1,3,No,5,Other,Married,3
38,No,Sales,Sales Executive,13115,1,2,3,Yes,1,Other,Married,3
44,No,Research & Development,Manufacturing Director,7395,8,3,3,No,1,Other,Married,3
18,No,Research & Development,Manufacturing Director,4928,2,3,3,No,3,Life Sciences,Divorced,3
37,No,Research & Development,Research Scientist,8207,5,3,3,No,1,Other,Married,3
57,No,Human Resources,Manager,6645,4,1,4,No,3,Technical Degree,Married,3
42,Yes,Research & Development,Research Director,2311,19,3,3,No,3,Other,Single,3
43,No,Human Resources,Manager,9322,3,1,1,No,12,Other,Married,3
36,No,Research & Development,Research Scientist,4160,1,3,1,No,2,Technical Degree,Single,4
37,No,Research & Development,Manufacturing Director,5718,18,1,3,No,1,Technical Degree,Married,3
37,No,Research & Development,Healthcare Representative,7109,5,1,1,No,1,Marketing,Divorced,3
42,No,Human Resources,Human Resources,2834,0,3,2,No,3,Technical Degree,Married,3
41,Yes,Research & Development,Research Scientist,3417,2,3,2,No,1,Other,Married,3
29,Yes,Sales,Sales Executive,7643,14,4,2,No,1,Medical,Married,3
47,Yes,Research & Development,Manufacturing Director,10394,2,3,2,No,6,Technical Degree,Single,3
26,No,Sales,Manager,2643,0,2,4,No,6,Other,Married,3
36,No,Sales,Sales Executive,6916,2,4,1,No,7,Marketing,Single,3
48,Yes,Research & Development,Healthcare Representative,7574,0,4,2,Yes,2,Marketing,Divorced,3
43,Yes,Sales,Manager,6150,2,1,2,Yes,1,Technical Degree,Divorced,3
21,No,Sales,Sales Representative,5188,19,4,3,No,4,Medical,Married,3
47,No,Research & Development,Research Scientist,4550,20,2,3,Yes,2,Life Sciences,Single,3
57,Yes,Sales,Sales Representative,3073,8,3,4,No,5,Human Resources,Single,3
40,No,Research & Development,Research Director,8809,12,3,2,Yes,3,Life Sciences,Single,3
36,No,Research & Development,Healthcare Representative,1908,3,3,2,Yes,1,Technical Degree,Divorced,3
32,Yes,Sales,Sales Executive,2839,3,1,4,Yes,25,Medical,Married,4
55,No,Research & Development,Research Scientist,6576,3,3,1,Yes,5,Life Sciences,Single,3
32,Yes,Research & Development,Healthcare Representative,2559,2,3,2,No,14,Marketing,Single,3
41,No,Research & Development,Manufacturing Director,7295,4,2,4,No,2,Medical,Divorced,3
39,Yes,Research & Development,Laboratory Technician,4097,3,3,4,No,6,Human Resources,Single,3
44,No,Sales,Manager,2809,0,1,3,No,11,Technical Degree,Married,3
31,No,Sales,Manager,6303,12,4,3,No,2,Other,Single,3
20,No,Research & Development,Manufacturing Director,8489,4,3,3,No,1,Technical Degree,Single,3
49,No,Sales,Sales Executive,7234,18,2,4,Yes,8,Medical,Single,3
55,No,Research & Development,Research Director,5878,12,2,1,No,3,Marketing,Married,3
33,No,Research & Development,Healthcare Representative,5126,2,1,3,No,36,Medical,Married,3
37,Yes,Sales,Manager,7750,1,4,4,No,11,Human Resources,Divorced,3
27,No,Sales,Manager,6970,4,4,4,No,14,Marketing,Divorced,3
30,No,Research & Development,Research Scientist,3124,2,1,2,Yes,5,Other,Married,4
45,No,Sales,Sales Executive,8637,0,4,3,No,12,Human Resources,Single,3
55,No,Research & Development,Manufacturing Director,3317,1,3,4,No,8,Life Sciences,Single,3
48,No,Research & Development,Manufacturing Director,4895,11,3,2,No,15,Medical,Married,3
32,Yes,Research & Development,Research Director,8617,7,2,2,No,1,Life Sciences,Married,3
38,Yes,Research & Development,Healthcare Representative,4805,27,2,1,No,5,Human Resources,Married,3
45,No,Research & Development,Healthcare Representative,6713,3,2,2,No,7,Medical,Married,3
18,Yes,Sales,Sales Executive,4369,4,3,3,No,11,Life Sciences,Single,3
42,Yes,Research & Development,Healthcare Representative,2410,6,3,3,No,1,Life Sciences,Married,3
47,No,Sales,Manager,9294,21,4,1,No,17,Other,Divorced,3
37,No,Research & Development,Manufacturing Director,6097,16,1,2,No,7,Technical Degree,Single,3
32,No,Human Resources,Human Resources,4613,11,3,2,No,12,Marketing,Single,3
28,No,Research & Development,Research Director,11658,2,4,2,Yes,6,Medical,Divorced,3
39,Yes,Research & Development,Healthcare Representative,3271,2,1,2,No,18,Other,Divorced,3
40,No,Research & Development,Research Scientist,5122,3,3,1,No,29,Technical Degree,Divorced,3
40,Yes,Sales,Sales Executive,3497,7,3,4,Yes,3,Life Sciences,Married,4
39,No,Research & Development,Research Scientist,2154,12,1,4,No,1,Human Resources,Single,3
49,No,Research & Development,Healthcare Representative,3892,23,1,3,No,4,Other,Divorced,3
31,Yes,Sales,Sales Executive,12266,1,4,4,No,3,Other,Single,3
44,Yes,Sales,Manager,3136,0,1,1,Yes,1,Technical Degree,Married,4
33,No,Sales,Manager,3649,19,3,3,No,4,Other,Married,3
23,Yes,Sales,Sales Executive,2974,7,2,3,Yes,1,Other,Married,3
50,No,Human Resources,Human Resources,2791,2,1,1,No,1,Life Sciences,Married,3
37,No,Research & Development,Manufacturing Director,4199,3,3,3,No,3,Life Sciences,Married,3
34,No,Research & Development,Research Director,7163,5,3,2,No,6,Technical Degree,Married,3
40,No,Research & Development,Research Director,9513,0,3,3,No,8,Technical Degree,Divorced,3
21,No,Research & Development,Laboratory Technician,3100,7,2,3,No,14,Marketing,Single,4
46,No,Human Resources,Human Resources,4319,2,4,3,No,1,Human Resources,Single,3
48,No,Research & Development,Research Scientist,2231,8,2,2,Yes,8,Life Sciences,Single,3
18,No,Research & Development,Research Scientist,5823,3,1,2,No,18,Technical Degree,Single,3
35,No,Research & Development,Laboratory Technician,8809,0,1,3,No,10,Life Sciences,Divorced,3
42,No,Sales,Manager,6185,6,3,1,No,13,Technical Degree,Single,3
32,No,Research & Development,Healthcare Representative,3843,2,3,3,No,2,Other,Married,3
22,No,Research & Development,Healthcare Representative,3265,14,4,4,No,1,Human Resources,Married,3
30,No,Sales,Sales Executive,4682,12,1,4,No,5,Life Sciences,Single,3
34,No,Research & Development,Laboratory Technician,9633,10,3,4,No,5,Life Sciences,Married,3
25,No,Research & Development,Research Scientist,5487,4,4,4,No,1,Marketing,Married,3
38,Yes,Research & Development,Healthcare Representative,8760,1,2,2,No,1,Technical Degree,Single,3
33,No,Research & Development,Healthcare Representative,3821,4,3,4,No,14,Human Resources,Married,3
35,No,Sales,Manager,2727,3,4,3,No,1,Technical Degree,Married,3
41,No,Research & Development,Research Director,1289,1,3,4,Yes,6,Medical,Divorced,4
29,No,Research & Development,Research Director,5398,6,1,4,No,13,Medical,Single,3
47,No,Research & Development,Research Scientist,4542,21,3,4,No,6,Life Sciences,Single,3
18,No,Sales,Manager,5411,4,4,3,No,1,Other,Single,3
50,Yes,Research & Development,Healthcare Representative,6035,1,3,2,Yes,1,Other,Married,3
30,Yes,Research & Development,Healthcare Representative,4036,1,3,1,No,29,Human Resources,Single,3
37,No,Research & Development,Manufacturing Director,4636,3,2,2,No,4,Life Sciences,Single,3
46,Yes,Research & Development,Healthcare Representative,5433,0,4,3,Yes,10,Medical,Divorced,3
40,No,Human Resources,Manager,3062,3,4,2,No,20,Marketing,Married,3
44,No,Research & Development,Research Scientist,1269,2,1,2,No,5,Human Resources,Single,3
32,Yes,Research & Development,Manufacturing Director,5560,7,3,4,Yes,2,Human Resources,Single,4
45,No,Human Resources,Manager,7247,0,3,2,Yes,14,Medical,Single,3
25,Yes,Research & Development,Healthcare Representative,5461,2,3,2,No,32,Marketing,Married,3
34,No,Research & Development,Healthcare Representative,6205,1,3,3,No,3,Marketing,Single,3
36,No,Human Resources,Human Resources,7330,13,3,3,Yes,5,Medical,Divorced,3
50,Yes,Sales,Sales Executive,4250,7,3,4,Yes,7,Medical,Married,3
29,No,Research & Development,Manufacturing Director,4019,15,3,4,No,10,Life Sciences,Divorced,3
40,No,Research & Development,Healthcare Representative,1413,11,3,3,Yes,22,Medical,Married,3
21,No,Research & Development,Healthcare Representative,2231,7,1,3,No,15,Life Sciences,Single,3
44,No,Research & Development,Laboratory Technician,5802,4,3,4,No,5,Marketing,Divorced,3
23,Yes,Research & Development,Research Director,3300,2,4,1,No,1,Marketing,Single,3
45,No,Sales,Sales Executive,3350,15,2,3,No,18,Marketing,Married,3
45,Yes,Research & Development,Research Director,6143,0,3,4,No,7,Marketing,Married,3
56,Yes,Research & Development,Laboratory Technician,5659,3,4,4,Yes,5,Technical Degree,Married,3
43,No,Research & Development,Research Director,2564,14,3,4,No,1,Medical,Single,3
47,Yes,Human Resources,Manager,4936,0,3,2,No,2,Medical,Single,3
22,Yes,Research & Development,Research Scientist,3467,11,4,3,No,8,Medical,Single,3
28,No,Research & Development,Laboratory Technician,3122,5,3,3,Yes,11,Marketing,Divorced,3
24,No,Sales,Manager,3911,6,3,3,No,2,Life Sciences,Divorced,3
19,Yes,Research & Development,Research Director,2343,0,3,3,No,11,Life Sciences,Single,3
36,Yes,Sales,Sales Executive,2798,1,1,2,Yes,11,Other,Married,3
40,Yes,Sales,Sales Executive,2728,2,3,2,Yes,2,Marketing,Single,3
25,No,Research & Development,Research Scientist,7467,0,3,3,No,8,Life Sciences,Single,3
26,No,Research & Development,Research Director,3369,2,3,3,No,1,Other,Married,3
45,Yes,Research & Development,Manufacturing Director,2631,3,4,4,No,10,Other,Married,4
46,No,Research & Development,Laboratory Technician,3284,1,3,4,No,4,Medical,Married,3
29,No,Research & Development,Healthcare Representative,3723,9,2,3,No,36,Medical,Single,3
38,No,Sales,Manager,3270,6,3,3,Yes,6,Medical,Divorced,3
39,No,Sales,Sales Representative,3230,1,2,2,No,17,Human Resources,Married,3
36,Yes,Research & Development,Research Scientist,2351,0,3,3,No,1,Technical Degree,Single,3
34,Yes,Research & Development,Manufacturing Director,3011,1,2,2,No,4,Human Resources,Single,4
30,No,Sales,Manager,8792,1,4,2,No,7,Human Resources,Single,3
33,No,Research & Development,Manufacturing Director,5515,7,4,1,Yes,11,Marketing,Married,3
37,No,Research & Development,Research Director,2791,0,3,4,Yes,5,Marketing,Divorced,4
34,Yes,Research & Development,Research Director,8736,10,1,2,Yes,4,Marketing,Single,3
48,No,Research & Development,Research Scientist,7943,6,3,3,No,1,Medical,Single,4
46,Yes,Sales,Sales Representative,2525,2,3,2,No,4,Technical Degree,Divorced,3
60,No,Research & Development,Healthcare Representative,5159,17,1,3,No,2,Medical,Single,4
39,Yes,Sales,Sales Executive,5227,7,3,1,No,5,Medical,Married,3
27,No,Research & Development,Research Director,4789,1,1,3,No,6,Other,Single,3
30,No,Research & Development,Laboratory Technician,11551,5,3,3,No,1,Technical Degree,Married,3
34,Yes,Sales,Sales Executive,3512,3,2,3,No,1,Human Resources,Married,3
47,No,Research & Development,Healthcare Representative,7860,8,2,1,Yes,16,Life Sciences,Divorced,4
44,No,Research & Development,Healthcare Representative,2020,0,4,3,No,13,Human Resources,Single,3
50,No,Research & Development,Research Director,9606,6,3,4,No,13,Technical Degree,Divorced,4
36,No,Sales,Sales Representative,3206,5,4,3,No,6,Life Sciences,Single,3
34,Yes,Research & Development,Research Scientist,5761,6,3,2,Yes,35,Medical,Single,3
41,No,Sales,Manager,3007,6,3,1,No,4,Marketing,Divorced,3
46,No,Research & Development,Laboratory Technician,4222,18,2,4,No,24,Marketing,Divorced,3
44,No,Research & Development,Laboratory Technician,3723,0,3,2,No,9,Marketing,Single,4
32,Yes,Research & Development,Research Scientist,6883,5,3,1,No,9,Other,Single,3
30,No,Research & Development,Research Scientist,5211,0,3,2,Yes,5,Marketing,Single,3
44,No,Research & Development,Healthcare Representative,9614,2,4,3,No,7,Other,Married,3
42,Yes,Research & Development,Research Director,4544,11,3,2,Yes,3,Marketing,Married,3
25,No,Sales,Sales Executive,5055,26,1,4,No,6,Other,Married,3
23,No,Research & Development,Manufacturing Director,8916,2,3,3,No,3,Medical,Divorced,3
25,No,Sales,Manager,7627,14,3,2,No,4,Human Resources,Married,3
48,No,Sales,Sales Executive,3058,3,4,3,No,1,Medical,Married,3
32,No,Research & Development,Healthcare Representative,4068,2,4,2,No,1,Marketing,Single,3
37,No,Research & Development,Laboratory Technician,6717,11,3,1,No,7,Other,Divorced,4
30,No,Research & Development,Manufacturing Director,3473,1,4,4,No,4,Human Resources,Single,3
37,No,Research & Development,Laboratory Technician,2120,0,1,4,No,4,Human Resources,Single,3
44,Yes,Research & Development,Research Director,6979,10,4,2,No,5,Technical Degree,Single,3
29,No,Research & Development,Healthcare Representative,4017,3,4,2,No,5,Medical,Married,3
38,Yes,Research & Development,Healthcare Representative,12688,14,2,1,No,4,Life Sciences,Divorced,3
47,No,Research & Development,Healthcare Representative,3033,1,2,2,No,2,Marketing,Single,3
59,No,Human Resources,Human Resources,11729,4,2,3,No,38,Marketing,Married,4
36,No,Research & Development,Research Scientist,8067,7,4,3,No,4,Life Sciences,Married,3
38,No,Research & Development,Manufacturing Director,11347,2,4,3,No,3,Medical,Married,3
25,No,Research & Development,Manufacturing Director,4009,22,3,3,No,3,Marketing,Divorced,3
55,Yes,Research & Development,Manufacturing Director,13766,4,1,3,Yes,1,Technical Degree,Divorced,4
27,Yes,Research & Development,Laboratory Technician,11427,16,3,4,No,28,Life Sciences,Single,3
32,Yes,Research & Development,Healthcare Representative,3336,2,2,4,Yes,1,Marketing,Single,3
43,No,Sales,Sales Executive,3588,5,1,3,No,1,Technical Degree,Single,3
45,No,Research & Development,Research Scientist,7847,0,4,4,No,1,Life Sciences,Married,4
43,No,Research & Development,Research Director,12208,20,3,3,No,24,Technical Degree,Divorced,3
46,No,Research & Development,Research Scientist,6811,6,4,4,Yes,4,Other,Single,3
44,No,Research & Development,Research Director,5111,13,1,1,No,6,Medical,Single,3
35,No,Research & Development,Research Scientist,7000,15,3,3,No,1,Medical,Married,4
30,No,Research & Development,Research Director,9740,0,1,3,No,3,Other,Divorced,3
36,No,Research & Development,Healthcare Representative,12657,17,3,3,Yes,3,Marketing,Single,3
29,Yes,Research & Development,Research Scientist,2894,10,2,2,Yes,13,Human Resources,Divorced,3
54,Yes,Research & Development,Manufacturing Director,5097,7,4,1,No,2,Marketing,Single,3
39,Yes,Sales,Sales Representative,1857,7,3,3,No,3,Other,Divorced,3
35,No,Sales,Manager,3338,20,4,1,No,11,Life Sciences,Single,3
24,Yes,Research & Development,Laboratory Technician,3878,5,3,3,No,26,Marketing,Single,4
34,No,Research & Development,Manufacturing Director,3897,4,4,3,No,1,Marketing,Married,3
32,No,Research & Development,Manufacturing Director,2954,2,2,3,No,7,Other,Married,3
50,No,Research & Development,Research Scientist,2604,9,2,4,No,5,Technical Degree,Single,3
30,No,Human Resources,Manager,6848,2,4,3,No,5,Marketing,Single,3
42,Yes,Research & Development,Manufacturing Director,2665,26,2,3,No,7,Technical Degree,Married,3
42,No,Research & Development,Healthcare Representative,5994,7,4,2,No,18,Marketing,Divorced,3
41,Yes,Sales,Sales Executive,6175,1,4,3,No,15,Other,Divorced,3
37,Yes,Sales,Sales Executive,1962,5,4,4,No,13,Marketing,Divorced,3
44,No,Sales,Sales Representative,2894,3,4,2,Yes,3,Human Resources,Single,3
46,Yes,Research & Development,Research Director,5160,17,2,3,No,26,Technical Degree,Divorced,4
30,No,Sales,Sales Representative,10068,0,1,3,No,1,Other,Married,3
20,No,Sales,Manager,6437,1,3,2,No,1,Technical Degree,Married,3
47,No,Sales,Sales Executive,7267,0,3,1,No,2,Other,Single,3
37,No,Research & Development,Research Director,7288,6,3,4,No,3,Human Resources,Divorced,3
40,Yes,Research & Development,Research Director,6026,1,4,2,No,3,Technical Degree,Single,3
31,No,Sales,Sales Executive,2504,4,1,4,No,3,Medical,Single,3
27,No,Research & Development,Research Scientist,5883,1,4,2,No,18,Other,Married,3
36,No,Research & Development,Laboratory Technician,11674,11,4,4,No,6,Other,Single,3
43,No,Research & Development,Research Director,5850,1,4,4,No,19,Other,Single,3
33,No,Sales,Sales Executive,3591,6,4,4,No,1,Technical Degree,Divorced,3
37,No,Sales,Sales Representative,1573,0,2,2,No,5,Human Resources,Married,3
52,No,Research & Development,Research Scientist,5223,5,4,3,No,1,Human Resources,Divorced,3
38,No,Sales,Manager,2671,5,1,3,No,1,Life Sciences,Married,3
18,Yes,Research & Development,Laboratory Technician,6870,2,3,4,No,1,Human Resources,Divorced,3
35,No,Research & Development,Research Scientist,6597,13,3,3,No,13,Human Resources,Single,3
32,No,Research & Development,Healthcare Representative,2870,2,3,2,Yes,1,Marketing,Married,3
49,No,Research & Development,Healthcare Representative,9489,12,1,3,No,7,Technical Degree,Divorced,3
40,No,Sales,Manager,12818,3,2,3,No,6,Medical,Married,3
